asset_id,address,x,y,asset_type,insured_value_dkk
A-205571,Soendergade 227,579470.93,6146842.29,residential,16166000
A-213755,Noerregade 1,687995.84,6168913.06,industrial,25024000
A-206999,Aavej 216,613946.03,6162072.93,industrial,18343000
A-213959,Havnegade 196,634733.35,6184172.32,agricultural,4699000
A-205334,Strandvej 207,707117.23,6190883.80,residential,15476000
A-207989,Vestergade 197,514223.64,6220879.97,agricultural,19792000
A-207860,Strandvej 125,715553.27,6177903.49,commercial,29186000
A-203564,Engvej 106,493550.50,6203599.90,residential,30279000
A-211706,Moellevej 44,564088.30,6324773.54,industrial,27520000
A-204065,Toftevej 78,478794.84,6273152.98,commercial,28305000
A-200315,Strandvej 61,495263.32,6146042.51,residential,27074000
A-210977,Bakkevej 66,689366.39,6199582.60,agricultural,31467000
A-212438,Soendergade 223,714863.32,6207621.24,agricultural,18628000
A-200234,Lindevej 84,727472.31,6173210.47,public,5275000
A-210803,Vestergade 73,613190.96,6128622.27,residential,11102000
A-214841,Soendergade 157,711863.50,6216472.44,agricultural,25978000
A-214286,Soendergade 60,517894.38,6306446.19,agricultural,6224000
A-202031,Soendergade 39,571490.61,6240703.50,industrial,29586000
A-207551,Lindevej 235,707295.93,6168223.23,public,7779000
A-209810,Stationsvej 144,577590.91,6147161.90,commercial,11853000
A-213992,Egevej 170,657344.92,6199049.21,commercial,7997000
A-208757,Vestergade 223,698867.37,6180629.86,industrial,25548000
A-203498,Aavej 37,582835.39,6193580.27,industrial,17155000
A-208325,Strandvej 102,664576.81,6150516.68,residential,33851000
A-213140,Bakkevej 156,699163.17,6185813.03,residential,33870000
A-209420,Kirkevej 22,706929.98,6167535.39,residential,33821000
A-206681,Aavej 207,575567.51,6330017.15,commercial,23745000
A-212567,Bakkevej 190,667021.54,6187538.23,residential,32441000
A-201329,Skovvej 76,481840.62,6251483.06,industrial,38238000
A-210758,Egevej 148,707381.65,6193375.73,industrial,18085000
A-214040,Engvej 4,549621.06,6096776.72,commercial,27707000
A-211343,Lindevej 92,601131.57,6135498.81,residential,11759000
A-200657,Bakkevej 112,556712.11,6214969.27,agricultural,35903000
A-205841,Havnegade 156,591131.40,6313701.24,agricultural,26765000
A-201905,Kirkevej 10,545130.91,6194738.27,agricultural,15463000
A-204818,Toftevej 20,586371.31,6220986.37,industrial,25475000
A-211781,Havnegade 185,718891.23,6188895.80,residential,2608000
A-208388,Toftevej 136,725330.14,6175909.30,residential,4462000
A-209630,Toftevej 209,715436.69,6179644.10,residential,38650000
A-209267,Birkevej 20,641370.71,6145332.57,residential,22079000
A-203474,Havnegade 151,567926.03,6147505.97,commercial,41840000
A-208550,Stationsvej 58,706330.03,6180633.12,residential,5973000
A-205565,Havnegade 87,566860.79,6248562.58,residential,21472000
A-203624,Moellevej 117,515701.92,6372256.23,agricultural,38888000
A-206978,Aavej 53,713195.87,6203799.49,agricultural,12526000
A-212081,Birkevej 54,536763.62,6296325.43,residential,1928000
A-202808,Lindevej 221,575546.10,6097421.16,residential,18282000
A-213692,Kirkevej 104,715330.91,6161963.26,residential,41906000
A-206777,Moellevej 41,566635.55,6209617.96,industrial,3343000
A-203648,Soendergade 160,551573.34,6131439.58,industrial,23929000
A-214823,Stationsvej 240,538271.62,6263799.73,agricultural,15147000
A-212492,Moellevej 155,509132.06,6228306.64,commercial,10584000
A-204590,Moellevej 201,570907.70,6229441.82,residential,4493000
A-209246,Birkevej 70,658735.08,6152860.56,industrial,5445000
A-204344,Aavej 132,505637.12,6202616.77,industrial,17382000
A-212906,Engvej 78,529027.78,6346682.75,residential,25559000
A-212009,Engvej 236,535288.56,6313100.48,public,17482000
A-214331,Strandvej 151,699803.71,6205150.12,residential,7030000
A-206825,Aavej 76,558560.49,6266975.93,agricultural,20221000
A-214844,Aavej 94,573448.65,6220491.86,agricultural,12529000
A-210518,Moellevej 60,550438.87,6114309.39,residential,41837000
A-213041,Toftevej 169,568780.48,6343594.91,public,20889000
A-209429,Soendergade 146,582751.44,6204295.19,residential,2361000
A-202535,Skovvej 85,605180.83,6105006.71,commercial,766000
A-213767,Skovvej 9,661641.22,6132413.74,residential,18723000
A-200189,Strandvej 88,586723.89,6108822.83,commercial,5625000
A-209543,Havnegade 156,715133.99,6210780.22,residential,17558000
A-210332,Toftevej 187,705560.05,6188876.08,agricultural,2725000
A-202745,Noerregade 53,690281.10,6186255.97,residential,14904000
A-200939,Strandvej 169,574696.52,6206927.32,industrial,38270000
A-204281,Aavej 94,611707.34,6151487.96,public,18738000
A-210836,Toftevej 168,718814.15,6171599.14,agricultural,26039000
A-208493,Egevej 75,490150.06,6179431.51,industrial,3983000
A-209390,Strandvej 77,575709.68,6349472.38,residential,39466000
A-209831,Birkevej 232,703951.32,6184531.37,industrial,37290000
A-207500,Bakkevej 205,713547.90,6201548.21,public,30921000
A-208694,Havnegade 92,486333.17,6133949.81,commercial,23891000
A-212600,Birkevej 193,606883.71,6114893.87,agricultural,39092000
A-213833,Kirkevej 188,687546.48,6118489.04,public,38679000
A-203591,Stationsvej 48,608206.25,6159101.47,agricultural,7959000
A-207338,Strandvej 141,700317.64,6204611.62,commercial,36570000
A-210644,Bakkevej 163,725325.50,6215660.38,public,14314000
A-209657,Kirkevej 158,704773.07,6172500.39,agricultural,27542000
A-213641,Moellevej 41,705354.60,6179343.00,residential,4932000
A-208568,Stationsvej 177,543963.39,6260523.90,residential,33284000
A-200990,Bakkevej 153,531870.62,6337901.11,industrial,38169000
A-209396,Strandvej 168,713912.21,6199665.89,residential,12531000
A-210173,Lindevej 104,476525.32,6284160.39,agricultural,19177000
A-203546,Skovvej 50,650284.59,6177494.86,residential,28686000
A-202940,Birkevej 167,566091.68,6207977.65,residential,33017000
A-203864,Engvej 116,542410.28,6226814.50,agricultural,30992000
A-204869,Bakkevej 31,577026.42,6190870.73,residential,34742000
A-208838,Strandvej 54,700906.64,6206528.61,residential,10204000
A-200282,Vestergade 196,727815.77,6166794.31,residential,5423000
A-212960,Noerregade 156,667719.48,6152261.80,public,9300000
A-214130,Engvej 141,705077.97,6189068.00,agricultural,7254000
A-212555,Soendergade 86,517840.54,6301644.19,public,35407000
A-212654,Stationsvej 74,699350.73,6125830.52,residential,7789000
A-202928,Lindevej 165,551998.04,6232995.58,residential,6940000
A-209381,Stationsvej 146,641456.07,6151848.80,residential,16985000
A-209561,Noerregade 47,501848.41,6115374.06,commercial,31060000
A-214316,Vestergade 22,633306.34,6158731.65,agricultural,20231000
A-214484,Noerregade 97,478265.07,6231065.47,public,20670000
A-203126,Engvej 151,556746.16,6375304.31,residential,17820000
A-206645,Engvej 220,485951.70,6280488.25,residential,11357000
A-206765,Skovvej 98,724110.51,6194407.30,public,22201000
A-208136,Skovvej 41,707474.20,6174214.01,agricultural,40358000
A-207512,Egevej 13,725630.14,6193215.59,industrial,26223000
A-207896,Vestergade 19,477297.83,6250715.59,residential,29719000
A-211175,Soendergade 201,535663.65,6377940.42,residential,25996000
A-213773,Lindevej 84,701438.16,6168971.32,residential,37793000
A-213386,Lindevej 214,585841.51,6230776.65,residential,30249000
A-208955,Soendergade 167,514106.81,6299783.85,residential,35047000
A-201791,Noerregade 231,713012.21,6212371.51,commercial,36597000
A-206714,Stationsvej 33,726633.73,6216740.92,residential,41094000
A-211271,Stationsvej 174,555697.43,6241746.27,industrial,38780000
A-202127,Bakkevej 102,652899.60,6173936.48,public,6677000
A-209393,Stationsvej 185,655030.96,6197841.23,public,22778000
A-202832,Skovvej 36,554812.18,6223408.72,industrial,23824000
A-210080,Birkevej 119,711750.01,6169598.05,residential,8123000
A-213122,Egevej 77,717264.58,6196028.98,industrial,14309000
A-209489,Skovvej 68,522409.93,6122771.02,residential,1571000
A-207008,Engvej 177,681699.33,6159015.53,industrial,31832000
A-201134,Noerregade 6,636599.72,6125667.53,agricultural,30466000
A-208010,Skovvej 206,549359.17,6251485.80,industrial,1860000
A-200588,Egevej 7,580915.28,6216463.39,industrial,4950000
A-212279,Havnegade 110,558817.58,6136490.54,agricultural,8147000
A-204713,Kirkevej 92,638867.00,6121126.26,residential,38675000
A-205631,Bakkevej 237,660032.88,6173657.22,residential,23370000
A-213749,Egevej 80,493192.11,6162558.46,industrial,2772000
A-203888,Toftevej 177,511792.45,6220170.11,industrial,41627000
A-200393,Noerregade 126,493624.98,6157802.04,residential,29868000
A-207818,Toftevej 128,704187.53,6211301.77,residential,25297000
A-212594,Toftevej 190,553035.37,6243823.78,residential,7463000
A-208802,Birkevej 175,541248.50,6193596.34,agricultural,21417000
A-213404,Skovvej 57,600255.20,6096330.27,residential,29476000
A-203948,Noerregade 114,486779.72,6247127.62,commercial,9518000
A-202805,Moellevej 234,724923.91,6171173.40,industrial,10177000
A-210167,Noerregade 157,550156.40,6235382.75,agricultural,17954000
A-202139,Aavej 175,583739.13,6191480.27,commercial,30357000
A-214904,Soendergade 224,549948.79,6152564.11,residential,2716000
A-213416,Vestergade 113,713980.92,6209010.27,agricultural,4108000
A-213374,Aavej 228,576162.10,6381981.49,residential,25333000
A-213161,Skovvej 153,722991.57,6195846.67,agricultural,9838000
A-205847,Toftevej 83,686042.84,6157689.76,residential,12739000
A-214043,Birkevej 37,693617.92,6190045.93,industrial,4364000
A-206531,Soendergade 179,519695.06,6124532.80,industrial,3295000
A-214376,Stationsvej 116,534943.02,6235855.75,industrial,7916000
A-208187,Skovvej 139,645383.33,6145439.83,residential,6685000
A-203606,Vestergade 136,680218.29,6144112.53,agricultural,35666000
A-209111,Vestergade 232,537815.27,6209691.13,industrial,694000
A-208667,Bakkevej 65,543928.76,6202803.01,residential,1085000
A-206969,Birkevej 130,641490.27,6118902.11,residential,14147000
A-212429,Bakkevej 103,550047.56,6152698.78,public,23378000
A-213368,Noerregade 209,562151.98,6138617.08,agricultural,39954000
A-210404,Vestergade 42,728603.48,6169494.20,residential,22165000
A-209963,Vestergade 179,542326.03,6225119.93,residential,7981000
A-207509,Vestergade 113,526018.71,6346515.31,commercial,3933000
A-200603,Birkevej 114,701888.79,6181627.22,public,19589000
A-211499,Vestergade 80,505072.80,6201104.64,residential,21962000
A-208400,Noerregade 179,577253.12,6096069.90,residential,1544000
A-212609,Stationsvej 208,670372.42,6137221.67,residential,27482000
A-213701,Vestergade 61,699107.55,6186516.05,residential,26995000
A-201290,Strandvej 84,705662.91,6204742.96,public,27897000
A-211073,Skovvej 61,579260.59,6244178.23,industrial,28328000
A-207413,Birkevej 182,719687.29,6210104.27,residential,4374000
A-213083,Lindevej 196,491076.17,6280965.72,residential,10969000
A-211883,Aavej 24,724050.27,6208818.41,residential,697000
A-203138,Lindevej 230,590586.10,6161898.30,public,5826000
A-211370,Kirkevej 16,702876.00,6193160.31,industrial,17314000
A-214259,Havnegade 174,716999.12,6196753.50,industrial,28203000
A-200324,Lindevej 19,715165.67,6179783.10,residential,38015000
A-206192,Birkevej 97,656441.53,6144992.95,residential,24976000
A-204128,Skovvej 225,692461.86,6153530.24,agricultural,18524000
A-206540,Stationsvej 118,485313.11,6253441.61,residential,20566000
A-206843,Toftevej 153,726096.28,6196071.67,industrial,33392000
A-202148,Havnegade 192,547871.62,6202885.13,residential,38336000
A-203654,Skovvej 154,548675.03,6214609.33,agricultural,29133000
A-206753,Soendergade 26,505092.83,6156652.02,industrial,39819000
A-201947,Stationsvej 76,585528.20,6137051.48,residential,13150000
A-206033,Skovvej 83,575219.25,6225560.24,industrial,31623000
A-205010,Toftevej 33,559957.60,6108524.82,residential,16830000
A-200777,Noerregade 104,526745.59,6250093.52,commercial,13445000
A-204770,Noerregade 105,721908.82,6173908.88,public,1122000
A-210800,Havnegade 101,505664.38,6142345.85,agricultural,2535000
A-201902,Stationsvej 167,576004.47,6258214.35,residential,40011000
A-203033,Toftevej 226,717688.77,6173972.90,residential,30922000
A-204137,Soendergade 212,709753.89,6191372.38,residential,26205000
A-211445,Moellevej 39,568171.73,6372924.01,residential,12744000
A-209825,Egevej 146,706381.40,6204454.65,industrial,10023000
A-203504,Bakkevej 19,497204.22,6110323.73,residential,21384000
A-201596,Vestergade 117,549321.98,6159276.77,industrial,6074000
A-206837,Toftevej 79,543425.30,6240420.87,agricultural,24867000
A-201101,Engvej 140,718369.29,6191826.50,residential,4425000
A-210989,Stationsvej 151,569949.41,6219910.18,residential,39932000
A-209627,Strandvej 73,575296.58,6246266.41,residential,27405000
A-204758,Egevej 160,721924.02,6194226.22,commercial,33537000
A-211829,Stationsvej 175,612428.29,6108032.33,public,25610000
A-202529,Skovvej 162,555578.67,6208643.68,residential,13127000
A-201032,Vestergade 236,577764.26,6135090.87,commercial,40759000
A-200546,Stationsvej 136,559815.36,6359065.51,residential,6680000
A-210152,Lindevej 85,507972.24,6219608.64,public,20278000
A-203180,Egevej 14,583882.58,6242915.01,industrial,30969000
A-209462,Moellevej 201,702146.33,6199662.36,residential,13793000
A-209729,Noerregade 49,706258.24,6189949.06,agricultural,6285000
A-204173,Havnegade 144,707366.98,6168860.32,commercial,41290000
A-201383,Engvej 30,592496.91,6127505.22,residential,36799000
A-203876,Soendergade 38,563667.74,6150548.39,public,35312000
A-202388,Strandvej 78,559719.45,6148103.31,residential,41086000
A-201257,Bakkevej 135,572436.80,6135126.03,industrial,23191000
A-212474,Lindevej 211,563356.55,6164522.53,agricultural,3942000
A-206015,Skovvej 69,562085.15,6164942.43,residential,33586000
A-208175,Lindevej 73,608547.54,6156753.43,agricultural,28929000
A-206360,Noerregade 205,555430.69,6225063.27,residential,9978000
A-214325,Engvej 42,713144.28,6204015.47,residential,26967000
A-206096,Soendergade 135,700052.51,6176239.35,residential,9196000
A-207437,Toftevej 10,549909.83,6152587.04,public,37632000
A-204563,Noerregade 143,543112.97,6209907.77,residential,29988000
A-209783,Noerregade 216,514870.87,6254564.34,industrial,23254000
A-210959,Toftevej 4,718347.26,6166587.52,residential,9530000
A-201377,Stationsvej 207,672590.14,6180696.02,industrial,9810000
A-204038,Noerregade 76,488707.25,6268904.45,agricultural,6200000
A-214382,Noerregade 133,495014.74,6156023.70,residential,9626000
A-208058,Stationsvej 155,595721.48,6363500.92,industrial,8318000
A-206651,Kirkevej 169,481182.58,6264652.03,industrial,4945000
A-210296,Vestergade 57,658350.49,6133693.10,residential,36042000
A-208394,Toftevej 152,544615.58,6211635.90,commercial,10350000
A-200714,Strandvej 12,529333.56,6294836.48,industrial,15598000
A-203024,Soendergade 13,546469.09,6202389.33,commercial,13184000
A-204092,Moellevej 18,566104.89,6231708.61,public,23442000
A-208235,Egevej 17,551753.47,6249207.05,residential,23814000
A-208988,Moellevej 210,702365.72,6150818.46,residential,6421000
A-208433,Aavej 51,582635.99,6259211.98,commercial,27325000
A-211433,Stationsvej 206,540870.05,6234547.47,agricultural,20624000
A-205526,Birkevej 165,570910.85,6209245.56,agricultural,28125000
A-210956,Vestergade 1,555389.88,6220413.70,residential,4314000
A-208322,Kirkevej 62,709939.83,6161470.15,commercial,31392000
A-202163,Birkevej 196,492666.60,6274062.43,residential,15556000
A-200906,Noerregade 221,652236.32,6122665.64,agricultural,15737000
A-206327,Moellevej 153,503786.31,6242581.68,agricultural,14649000
A-206333,Birkevej 186,704550.01,6195942.64,residential,21491000
A-211772,Toftevej 95,536645.43,6272066.36,public,30310000
A-214454,Skovvej 54,551479.22,6232344.46,residential,38507000
A-209189,Lindevej 56,634503.96,6188384.38,residential,3283000
A-206948,Toftevej 74,642803.40,6185669.77,industrial,35698000
A-211052,Skovvej 111,650096.06,6154864.47,residential,32579000
A-211973,Aavej 55,491920.08,6212039.07,industrial,40222000
A-208412,Soendergade 33,686662.07,6119446.31,residential,8264000
A-200780,Toftevej 73,719715.47,6202932.03,residential,22107000
A-202616,Toftevej 181,535037.50,6203053.62,residential,32941000
A-213578,Soendergade 80,557691.15,6226231.79,industrial,30016000
A-208640,Noerregade 191,584266.35,6202360.05,public,12725000
A-200681,Noerregade 51,496312.70,6172638.55,residential,3796000
A-214328,Lindevej 120,713094.72,6178129.89,public,37884000
A-211118,Birkevej 46,719092.56,6169077.16,residential,35507000
A-211988,Havnegade 109,563319.95,6252639.59,industrial,15377000
A-204416,Moellevej 42,484478.34,6263066.13,residential,18520000
A-207392,Aavej 147,679821.13,6169514.02,public,18989000
A-209441,Engvej 234,696919.88,6206805.40,commercial,13168000
A-213830,Moellevej 102,698996.14,6190532.42,residential,28618000
A-202544,Aavej 156,556590.85,6222987.22,residential,2958000
A-211778,Stationsvej 37,600797.59,6140950.85,agricultural,36540000
A-204626,Engvej 79,712805.81,6180184.32,public,15492000
A-210944,Stationsvej 138,717637.91,6186760.25,public,19949000
A-203990,Strandvej 124,708158.73,6177589.84,public,28702000
A-206492,Lindevej 124,532116.73,6185163.33,industrial,1045000
A-209504,Moellevej 81,582137.75,6240144.11,public,26450000
A-212963,Strandvej 55,573060.04,6146260.39,agricultural,31806000
A-203057,Strandvej 32,641596.46,6195018.50,public,27224000
A-203459,Vestergade 35,584004.89,6162335.95,residential,36013000
A-211934,Bakkevej 121,532674.08,6182162.03,industrial,20156000
